tracking_id,order_date,delivery_date,carrier,origin_warehouse,destination_city,weight_kg,distance_km,status,vehicle_type,shipping_cost_eur,customer_name,phone,lat,lon,lead_time_days,co2_kg,risk_level
FR-227795,2025-07-29,,Kuehne+Nagel,Marseille Port Depot,Rennes,160.3,814.9,En transit,avion,303.92,2bfcfe607c0a5f31,64ca07e68c75c3d7,48.0725,-1.72434,,124.097,MOYEN
FR-949256,2025-07-01,,FedEx,Marseille Port Depot,Toulouse,79.8,728.8,En transit,petit_camion,112.18,2210da77fef00168,4b4621d3bb35c9da,43.52946,1.4822,,6.979,MOYEN
FR-711004,2025-07-06,2025-07-14,Chronopost,Lyon Distribution Center,Lyon,2744.0,531.9,Livré,gros_camion,356.51,75a44226210eb23d,34f5c715f5403bb4,45.71969,4.84913,8.0,306.5021,FAIBLE
FR-476742,2025-07-23,2025-08-03,GLS,Paris-CDG Hub,Nantes,,512.0,Livré,avion,277.79,4dc658302b612f5c,bcd49aaeb0ed428a,47.25279,-1.53262,11.0,0.0,FAIBLE
FR-283965,2025-07-13,2025-07-17,DB Schenker,Paris-CDG Hub,Lyon,392.2,449.2,Livré,petit_camion,87.95,0915a7642195cf8a,fd03d43da454795d,45.8531,4.78244,4.0,21.1411,AUCUN
FR-527826,2025-07-11,2025-07-13,Kuehne+Nagel,Marseille Port Depot,Lyon,1788.9,769.1,Livré,train,290.58,b4b018a4be786430,0d07a32b559ceb00,45.77985,4.93075,2.0,38.5236,AUCUN
FR-803798,2025-07-13,2025-07-18,DB Schenker,Bordeaux Logistics Park,Angers,100.5,471.0,Livré,petit_camion,100.54,b1a521ada32f8bf9,495d719a90eab3f1,47.54802,-0.5757,5.0,5.6803,AUCUN
FR-402523,2025-07-18,2025-07-29,Chronopost,Paris-CDG Hub,Lyon,133.2,1011.7,Livré,avion,401.99,ccd16f4072984dcc,2cda219f4d7f04fc,45.70826,4.84058,11.0,128.0205,FAIBLE
FR-906970,2025-07-15,2025-07-28,GLS,Marseille Port Depot,Nice,120.0,643.4,Livré,avion,260.71,6dcb5f2757af7881,612cb6a2c1789ab5,43.6672,7.28984,13.0,73.3476,FAIBLE
FR-706590,2025-07-12,,FedEx,Lyon Distribution Center,Bordeaux,4872.4,1199.7,En attente,train,339.97,60d3bd00a0e40db3,2b126359524d075a,44.93583,-0.52283,,163.6717,AUCUN
FR-607732,2025-07-08,2025-07-13,DHL,Marseille Port Depot,Toulouse,45.5,869.4,Retourné,fourgonnette,18.09,93141cbfc2990e76,a611d1c1552b3a3b,43.63578,1.42572,5.0,3.1646,AUCUN
FR-591024,2025-07-19,2025-07-31,Chronopost,Lyon Distribution Center,Mulhouse,2864.0,631.7,Livré,gros_camion,422.17,2debffb0c60c520e,b3adc7d494551b2c,47.64082,7.25028,12.0,379.9296,FAIBLE
FR-521614,2025-07-04,,GLS,Bordeaux Logistics Park,Paris,110.3,1017.9,En attente,avion,452.9,46b06486d10dd744,048657766ef39d46,48.90087,2.39166,,106.6607,AUCUN
FR-236917,2025-07-11,,UPS,Lyon Distribution Center,Bordeaux,2200.3,882.3,En transit,gros_camion,419.19,b6a35244625ccc34,ee5c5de8a7e847af,44.86355,-0.54342,,407.6782,MOYEN
FR-142727,2025-07-08,2025-07-17,DHL,Lyon Distribution Center,Tours,,343.6,Retardé,petit_camion,132.79,b4b018a4be786430,d7366cb084e3edf9,47.48036,0.7184,9.0,0.0,ÉLEVÉ
FR-577266,2025-07-27,2025-08-04,DB Schenker,Marseille Port Depot,Metz,5803.1,69.8,Livré,train,231.15,4761f7fa3a69433b,177e9a7debacfa6e,49.11155,6.21074,8.0,11.3416,FAIBLE
FR-987516,2025-07-07,2025-07-08,UPS,Lyon Distribution Center,Paris,18.2,780.9,Retardé,fourgonnette,9.93,45466476afe9982a,10e31f798ccfb952,48.94663,2.41415,1.0,1.137,ÉLEVÉ
FR-100159,2025-07-18,2025-07-22,Kuehne+Nagel,Bordeaux Logistics Park,Lille,1571.6,932.7,Livré,train,232.52,ba4df4a50d5ef322,64c18116a0c54cb3,50.59789,3.05807,4.0,41.0433,AUCUN
FR-913349,2025-07-17,,UPS,Bordeaux Logistics Park,Bordeaux,6056.8,386.4,En transit,train,276.02,6ab1a44406435c4c,250452eede9114fa,44.88073,-0.57163,,65.5297,MOYEN
FR-191218,2025-07-17,2025-07-29,Kuehne+Nagel,Lyon Distribution Center,Lyon,3171.4,1116.9,Livré,gros_camion,563.04,6b16b395ec3a9551,df0ed39a096a5e48,45.75557,4.84567,12.0,743.8487,FAIBLE
FR-985258,2025-07-17,2025-07-26,Kuehne+Nagel,Lyon Distribution Center,Saint-Étienne,7996.0,134.7,Retardé,train,330.64,2debffb0c60c520e,06627edb9ebbe692,45.41704,4.45982,9.0,30.1577,ÉLEVÉ
FR-126654,2025-07-02,2025-07-08,Chronopost,Marseille Port Depot,Caen,647.2,907.3,Livré,petit_camion,128.49,964fb47ecc48fb44,57ff9538bbd75e2f,49.18981,-0.3877,6.0,70.4645,FAIBLE
FR-416480,2025-07-04,2025-07-07,Chronopost,Bordeaux Logistics Park,Brest,3084.0,128.8,Livré,gros_camion,364.2,50b6dd7a25a72160,a402e904b3a07111,48.37897,-4.53582,3.0,83.416,AUCUN
FR-807173,2025-07-17,,Unknown,Bordeaux Logistics Park,Vannes,3482.4,917.1,En transit,train,313.79,737b27ae09a06d30,496869808d2ee35e,47.64631,-2.79488,,89.4239,MOYEN
FR-523332,2025-07-06,2025-07-11,Unknown,Paris-CDG Hub,Angers,5313.9,689.1,Livré,train,353.73,9f825829469aca3d,16e36ec1e41bd22d,47.5415,-0.55421,5.0,102.5306,AUCUN
FR-652439,2025-07-08,2025-07-12,UPS,Paris-CDG Hub,Clermont-Ferrand,62.4,586.1,Livré,avion,322.69,6b16b395ec3a9551,b11cad76815f5bcf,45.77824,3.09854,4.0,34.744,AUCUN
FR-811195,2025-07-22,2025-08-01,Chronopost,Marseille Port Depot,Marseille,4358.2,385.0,Livré,gros_camion,419.7,dcc4a7b2cb980dd1,ada6db4e31d05aa3,43.32843,5.35796,10.0,352.3605,FAIBLE
FR-175451,2025-07-25,2025-07-27,Unknown,Paris-CDG Hub,La Rochelle,5231.9,542.7,Livré,train,277.24,b3ede2357f536e0a,ffbe887aa52513b8,46.16568,-1.13051,2.0,79.5019,AUCUN
FR-581725,2025-07-18,2025-07-31,DHL,Marseille Port Depot,Nantes,7232.6,812.5,Livré,train,363.31,b3ede2357f536e0a,5b5231f668ad8874,47.24573,-1.55923,13.0,164.5417,FAIBLE
FR-629739,2025-07-11,2025-07-14,XPO Logistics,Marseille Port Depot,Toulouse,4920.9,236.2,Livré,gros_camion,476.42,abb3d464b81216db,eadf8e6bf66271d9,43.57263,1.46859,3.0,244.0865,AUCUN
FR-398335,2025-07-04,2025-07-15,FedEx,Paris-CDG Hub,Marseille,4040.8,603.7,Livré,gros_camion,407.27,be6b5843204f29e6,bb39602dd63e69d7,43.26172,5.31559,11.0,512.2805,FAIBLE
FR-536679,2025-07-16,2025-07-27,Unknown,Paris-CDG Hub,Perpignan,30.5,353.8,Livré,avion,209.46,5bb1ecc8ac6edde3,fcd601036d1aac64,42.62149,2.81464,11.0,10.2514,FAIBLE
FR-468226,2025-07-17,,GLS,Paris-CDG Hub,Saint-Étienne,3397.4,692.9,En transit,train,282.09,4f34261f7c38ba0c,8d5e5b8dc1cda68a,45.44041,4.3395,,65.9136,MOYEN
FR-579336,2025-07-05,,XPO Logistics,Paris-CDG Hub,Rouen,762.8,702.1,En attente,petit_camion,156.28,7334ee7ff8765e16,f3438fe087ffc590,49.48716,1.09229,,64.2674,AUCUN
FR-369956,2025-07-21,2025-07-31,Kuehne+Nagel,Paris-CDG Hub,Toulouse,64.6,361.9,Retardé,avion,269.06,dc995e4ea96bebf0,2699354a31007c67,43.57205,1.50487,10.0,22.2098,ÉLEVÉ
FR-247745,2025-07-25,2025-08-02,Kuehne+Nagel,Marseille Port Depot,Bayonne,191.6,10.0,Livré,avion,278.83,d0443b3d89fde63f,cbb09a23025e54b2,43.54305,-1.48343,8.0,1.8202,FAIBLE
FR-962147,2025-07-28,2025-08-01,GLS,Bordeaux Logistics Park,Orléans,2072.3,397.1,Livré,gros_camion,364.54,a7343d238975093d,a945ddd8b1479133,47.97589,1.82329,4.0,172.8112,AUCUN
FR-472282,2025-07-23,2025-08-03,DHL,Bordeaux Logistics Park,Lille,2823.8,440.4,Retardé,gros_camion,436.68,588860b1c06a5a7a,07b694ebfcfa2cdb,50.65954,3.04814,11.0,261.1563,ÉLEVÉ
FR-907015,2025-07-15,2025-07-21,DHL,Marseille Port Depot,Lyon,215.6,336.1,Livré,avion,409.31,d1d9c071e6672d29,6f39d5b9b4534386,45.77959,4.81326,6.0,68.84,FAIBLE
FR-192268,2025-07-23,2025-07-26,Unknown,Lyon Distribution Center,Saint-Étienne,3382.7,40.0,Livré,train,256.58,77a37e0c1eabf2ac,7415378ff49361c4,45.44629,4.34226,3.0,3.7886,AUCUN
FR-694821,2025-07-25,,Kuehne+Nagel,Lyon Distribution Center,Strasbourg,24.4,151.0,En attente,fourgonnette,17.03,b6a35244625ccc34,2afcd472dbecf568,48.6024,7.80265,,0.2948,AUCUN
FR-715937,2025-07-24,,FedEx,Bordeaux Logistics Park,Toulouse,42.6,1178.5,En transit,fourgonnette,21.31,232c9d11c882ea2c,75e93bc7b3982fb0,43.66719,1.36845,,4.0163,MOYEN
FR-241880,2025-07-28,,Unknown,Paris-CDG Hub,Lille,564.1,405.6,En transit,petit_camion,99.44,b8ed8df564cec2ef,ec2934c029181c17,50.60125,3.0743,,27.4559,MOYEN
FR-583455,2025-07-22,2025-08-04,Unknown,Paris-CDG Hub,Avignon,785.3,90.3,Livré,petit_camion,126.64,4f34261f7c38ba0c,068bc43b05f20549,44.02498,4.77483,13.0,8.5095,FAIBLE
FR-771553,2025-07-30,2025-08-02,FedEx,Bordeaux Logistics Park,Clermont-Ferrand,444.3,306.9,Livré,petit_camion,81.47,ae8ce543547ae3d4,07b8b0fb14b78732,45.7124,3.11235,3.0,16.3627,AUCUN
FR-487988,2025-07-27,,DHL,Bordeaux Logistics Park,Paris,61.5,703.7,En transit,petit_camion,69.36,b1a521ada32f8bf9,b7beedef93d256b1,48.83733,2.37322,,5.1933,MOYEN
FR-960335,2025-07-06,2025-07-17,XPO Logistics,Paris-CDG Hub,Lyon,4.7,970.6,Livré,fourgonnette,20.57,5544f6afe2c2fa55,0266add36fb7bf4f,45.86227,4.86269,11.0,0.3649,FAIBLE
FR-818316,2025-07-08,2025-07-15,GLS,Lyon Distribution Center,Paris,210.8,332.3,Livré,petit_camion,73.47,4761f7fa3a69433b,e9d96b917623cc10,48.8276,2.36417,7.0,8.4059,FAIBLE
FR-585001,2025-07-18,2025-07-22,Chronopost,Bordeaux Logistics Park,Toulouse,2957.2,311.5,Livré,gros_camion,424.22,64be089ea6398de1,b33fab2b98ced2c7,43.64737,1.42476,4.0,193.4452,AUCUN
FR-979140,2025-07-09,2025-07-14,DHL,Marseille Port Depot,Nantes,4512.7,181.8,Retardé,train,293.07,abbd60b0df7fec89,e27e802b4f4cdb9f,47.18388,-1.5534,5.0,22.9714,ÉLEVÉ
FR-566755,2025-07-28,2025-07-31,GLS,Marseille Port Depot,Montpellier,743.0,143.1,Livré,petit_camion,126.1,1f5f2617ee232079,984c3bf6e38a92ef,43.57608,3.8932,3.0,12.7588,AUCUN
FR-102187,2025-07-28,2025-08-04,Unknown,Lyon Distribution Center,Le Mans,4279.9,949.3,Livré,gros_camion,519.04,ac1dabffaec6f025,05ee677a5a9ba494,47.96917,0.145,7.0,853.2109,FAIBLE
FR-809676,2025-07-17,2025-07-19,FedEx,Marseille Port Depot,Saint-Étienne,308.9,502.9,Livré,petit_camion,115.97,2210da77fef00168,7e36e9264eae23ea,45.40623,4.33618,2.0,18.6415,AUCUN
FR-431310,2025-07-22,2025-08-03,Unknown,Bordeaux Logistics Park,Colmar,361.8,520.4,Livré,petit_camion,111.26,c3c93bf263ad82fc,5552f7c75a7ce443,48.10591,7.25788,12.0,22.5937,FAIBLE
FR-825084,2025-07-16,2025-07-17,Kuehne+Nagel,Marseille Port Depot,Marseille,2951.6,146.0,Livré,gros_camion,369.7,fb9a24e0a82c372f,f22f8b2f0e43c98b,43.29421,5.33155,1.0,90.4961,AUCUN
FR-136468,2025-07-11,2025-07-20,XPO Logistics,Bordeaux Logistics Park,Nice,398.8,1050.3,Retardé,petit_camion,116.0,46b06486d10dd744,478aec886fc3b319,43.69211,7.32277,9.0,50.2632,ÉLEVÉ
FR-890666,2025-07-21,2025-07-29,DB Schenker,Paris-CDG Hub,Lille,1081.3,1054.0,Livré,gros_camion,354.56,964fb47ecc48fb44,8ae275c56b0a7af0,50.6195,3.02413,8.0,239.3349,FAIBLE
FR-626670,2025-07-20,,UPS,Paris-CDG Hub,Toulouse,35.5,455.6,En attente,fourgonnette,12.85,0a09e9b5dbb0d8ab,a7b1878fbc5c7d01,43.63464,1.47762,,1.2939,AUCUN
FR-345144,2025-07-04,2025-07-14,FedEx,Marseille Port Depot,Rouen,1552.4,808.7,Livré,train,271.17,2debffb0c60c520e,73cd18354dc5c7af,49.47516,1.02659,10.0,35.1519,FAIBLE
FR-670201,2025-07-04,,XPO Logistics,Marseille Port Depot,Bordeaux,9.7,723.7,En transit,fourgonnette,19.2,649f91ae50effe2e,7f1400f0823b1a79,44.89322,-0.54936,,0.5616,MOYEN
FR-307352,2025-07-15,,DHL,Lyon Distribution Center,Tours,164.0,990.3,En attente,avion,310.8,9f825829469aca3d,e4e4e75b5a692b51,47.43107,0.72562,,154.2887,AUCUN
FR-915495,2025-07-01,2025-07-07,Kuehne+Nagel,Paris-CDG Hub,Brest,792.3,803.5,Livré,train,207.67,7762a147989c85a8,c5de8aa8d04ce1b5,48.36694,-4.45387,6.0,17.8252,FAIBLE
FR-603551,2025-07-06,2025-07-18,Chronopost,Paris-CDG Hub,Auxerre,28.8,371.8,Retardé,fourgonnette,11.41,213616dfc61bfad5,ecc4ff190984eb7e,47.7073,3.60343,12.0,0.8566,ÉLEVÉ
FR-463298,2025-07-22,2025-07-30,DB Schenker,Paris-CDG Hub,Reims,0.8,1126.7,Livré,fourgonnette,14.36,ddd94bb935d6fc90,b6660d9b548ddba4,49.24073,3.35757,8.0,0.0721,FAIBLE
FR-401994,2025-07-25,,XPO Logistics,Bordeaux Logistics Park,Bordeaux,2236.0,637.9,En transit,gros_camion,343.72,7334ee7ff8765e16,5ac601c35f8c60b9,44.87239,-0.49933,,299.5323,MOYEN
FR-849450,2025-07-29,2025-08-04,DB Schenker,Bordeaux Logistics Park,Avignon,158.3,74.7,Livré,avion,302.51,4e3a294f61cb834d,d9661442734a2203,43.98681,4.83546,6.0,11.2338,FAIBLE
FR-379143,2025-07-12,2025-07-13,GLS,Paris-CDG Hub,Paris,507.3,842.6,Livré,petit_camion,161.03,80c6e1b004c4d98c,fb40ae70418bbcdc,48.91581,2.36719,1.0,51.2941,AUCUN
FR-945978,2025-07-21,2025-07-30,DHL,Paris-CDG Hub,Paris,3703.1,727.6,Livré,gros_camion,491.0,9f825829469aca3d,b160b33e2b859d85,48.84631,2.31487,9.0,565.8189,FAIBLE
FR-528395,2025-07-26,2025-07-28,FedEx,Bordeaux Logistics Park,Lyon,3788.4,640.6,Livré,train,362.16,964fb47ecc48fb44,ffd492c8a11e7376,45.73337,4.88829,2.0,67.9518,AUCUN
FR-461309,2025-07-24,2025-08-05,DB Schenker,Lyon Distribution Center,Grenoble,2078.8,972.7,Retardé,train,232.27,c0fdb3ce997f47fa,f077f6bf32bb6a83,45.21716,5.63521,12.0,56.6174,ÉLEVÉ
FR-764846,2025-07-15,2025-07-28,DB Schenker,Bordeaux Logistics Park,Avignon,1619.7,592.4,Livré,gros_camion,374.54,b4b018a4be786430,d9a58fd8e8a241e2,43.96797,4.77006,13.0,201.4972,FAIBLE
FR-868223,2025-07-30,2025-07-31,DB Schenker,Lyon Distribution Center,Strasbourg,145.2,592.7,Livré,avion,367.95,57305694cae2b1d0,89f677fe33b77dd5,48.53991,7.73205,1.0,81.757,AUCUN
FR-181972,2025-07-30,2025-08-12,XPO Logistics,Paris-CDG Hub,Amiens,144.6,674.9,Livré,avion,324.25,b4b018a4be786430,514a4d1bfe354262,49.95309,2.30541,13.0,92.711,FAIBLE
FR-419165,2025-07-20,2025-07-25,Unknown,Lyon Distribution Center,Toulouse,504.9,1046.1,Livré,train,288.4,bebe00cf88981ebb,b7b86de696484066,43.50035,1.41497,5.0,14.7889,AUCUN
FR-299737,2025-07-08,,XPO Logistics,Bordeaux Logistics Park,Toulouse,4100.4,712.0,En attente,gros_camion,426.68,184fcccb030ef7f7,cc2b9188816519bd,43.66328,1.42593,,613.0918,AUCUN
FR-917108,2025-07-30,2025-07-31,UPS,Paris-CDG Hub,Rennes,401.2,930.5,Livré,petit_camion,106.45,ae8ce543547ae3d4,b3c80d73bb012a12,48.07843,-1.64313,1.0,44.798,AUCUN
FR-556843,2025-07-01,2025-07-10,UPS,Bordeaux Logistics Park,Poitiers,3348.1,963.7,Livré,train,305.52,98c6fa9a1549ec58,334ead9e175290bc,46.57142,0.37383,9.0,90.3438,FAIBLE
FR-583236,2025-07-13,2025-07-21,UPS,Paris-CDG Hub,Toulouse,15.0,405.3,Livré,fourgonnette,10.45,64be089ea6398de1,39918f6cc99955c6,43.57426,1.39836,8.0,0.4864,FAIBLE
FR-178116,2025-07-19,2025-07-29,DB Schenker,Lyon Distribution Center,Vannes,5585.9,656.2,Retardé,train,327.25,2210da77fef00168,b5309ea00b72ad6e,47.70573,-2.78362,10.0,102.6331,ÉLEVÉ
FR-899687,2025-07-24,2025-07-30,Chronopost,Bordeaux Logistics Park,Toulouse,2547.1,416.3,Livré,train,236.58,5bb1ecc8ac6edde3,7b555fb2dac86bdf,43.62803,1.52025,6.0,29.69,FAIBLE
FR-207524,2025-07-03,,DB Schenker,Paris-CDG Hub,Toulouse,63.1,863.4,En attente,avion,381.23,60d3bd00a0e40db3,97bd511517a59b83,43.57328,1.42812,,51.7565,AUCUN
FR-366909,2025-07-03,,Kuehne+Nagel,Paris-CDG Hub,Brest,184.0,642.4,En transit,avion,335.05,ba12f74cff0e9464,e6e32a15399edc48,48.43597,-4.48081,,112.2915,MOYEN
FR-486350,2025-07-23,,Kuehne+Nagel,Paris-CDG Hub,Nice,20.8,677.1,En transit,fourgonnette,20.7,4d783fa3092cb304,5848ba70908f413f,43.67362,7.24958,,1.1267,MOYEN
FR-963428,2025-07-09,,DHL,Bordeaux Logistics Park,Paris,26.8,132.9,En transit,fourgonnette,8.6,cca89aaad52adbdd,755a64c2a973b5bd,48.83506,2.3449,,0.2849,MOYEN
FR-601323,2025-07-01,2025-07-06,GLS,Paris-CDG Hub,Toulouse,2308.7,990.0,Livré,gros_camion,485.0,b4b018a4be786430,509efb877ef3cca1,43.60874,1.41264,5.0,479.9787,AUCUN
FR-608069,2025-07-17,2025-07-23,DHL,Bordeaux Logistics Park,Aix-en-Provence,96.8,556.4,Livré,avion,260.21,46b06486d10dd744,7ef8e0e49c278181,43.62153,5.37584,6.0,51.1665,FAIBLE
FR-248441,2025-07-20,2025-07-22,DB Schenker,Lyon Distribution Center,Nice,56.8,294.6,Livré,avion,241.99,577bd3cc79f49864,95ef173b1fd9a48b,43.76815,7.24519,2.0,15.8966,AUCUN
FR-760673,2025-07-03,2025-07-14,UPS,Marseille Port Depot,Toulouse,7373.2,766.1,Livré,train,429.36,2210da77fef00168,0fa0b2949d04beac,43.6521,1.43744,11.0,158.161,FAIBLE
FR-110589,2025-07-06,2025-07-18,DHL,Marseille Port Depot,Strasbourg,4345.7,586.0,Retardé,gros_camion,485.18,dabcb1d63f05e568,f81a9a276e67e67d,48.60031,7.79363,12.0,534.7818,ÉLEVÉ
FR-645726,2025-07-04,2025-07-09,XPO Logistics,Bordeaux Logistics Park,Aix-en-Provence,350.2,942.1,Retardé,petit_camion,110.3,ddd94bb935d6fc90,f6803e3863b6ad11,43.41281,5.37906,5.0,39.5908,ÉLEVÉ
FR-518632,2025-07-23,,GLS,Lyon Distribution Center,Lille,170.2,213.4,En transit,petit_camion,74.63,d23122a5cb6fdbb4,011168b7300f9810,50.68164,3.14007,,4.3585,MOYEN
FR-831234,2025-07-11,2025-07-17,Chronopost,Marseille Port Depot,Marseille,4691.1,509.4,Retardé,gros_camion,429.99,6ab1a44406435c4c,70f1bc5c640e5c3d,43.26193,5.42206,6.0,501.8257,ÉLEVÉ
FR-987081,2025-07-12,2025-07-19,XPO Logistics,Paris-CDG Hub,Paris,35.6,333.1,Livré,fourgonnette,18.46,e99e31c1b5468d2d,e598b15785948865,48.8216,2.29883,7.0,0.9487,FAIBLE
FR-779222,2025-07-20,2025-07-26,DHL,Paris-CDG Hub,Nantes,1038.1,51.3,Livré,gros_camion,236.63,ba4df4a50d5ef322,7b5a9ac23aa81c82,47.15519,-1.60827,6.0,11.1835,FAIBLE
FR-328338,2025-07-19,2025-07-28,Kuehne+Nagel,Bordeaux Logistics Park,Nice,2467.4,196.0,Livré,gros_camion,354.1,50b6dd7a25a72160,aa948e3d9e73acba,43.70745,7.23871,9.0,101.5582,FAIBLE
FR-497891,2025-07-19,2025-07-22,Unknown,Lyon Distribution Center,Mulhouse,,923.9,Retardé,fourgonnette,17.26,0a09e9b5dbb0d8ab,682e43dfbabb5e56,47.8621,7.33645,3.0,0.0,ÉLEVÉ
FR-870974,2025-07-11,2025-07-18,Kuehne+Nagel,Lyon Distribution Center,Rennes,1865.1,570.4,Retardé,gros_camion,351.92,89b72f42de629ac1,2fdbb4bd73dbdb98,48.09464,-1.63306,7.0,223.4091,ÉLEVÉ
FR-115216,2025-07-22,2025-07-24,XPO Logistics,Lyon Distribution Center,Lille,63.8,562.2,Retardé,petit_camion,105.74,737b27ae09a06d30,cb70373ffe52f946,50.61118,3.04359,2.0,4.3042,ÉLEVÉ
FR-785338,2025-07-09,2025-07-19,Unknown,Paris-CDG Hub,Nantes,399.0,26.3,Livré,petit_camion,71.52,60d3bd00a0e40db3,9663fa83e72254f8,47.27813,-1.50756,10.0,1.2592,FAIBLE
FR-576545,2025-07-25,2025-08-06,FedEx,Lyon Distribution Center,Nice,18.3,117.0,Livré,avion,212.88,4937b40c2b9fb3af,a932e154a5723386,43.63059,7.30571,12.0,2.034,FAIBLE
FR-631985,2025-07-06,2025-07-19,GLS,Lyon Distribution Center,Montpellier,29.9,29.3,Livré,fourgonnette,13.98,45466476afe9982a,00b103e6bac8a5cc,43.57279,3.89106,13.0,0.0701,FAIBLE
FR-870663,2025-07-27,2025-07-28,Kuehne+Nagel,Paris-CDG Hub,Bordeaux,7.8,119.6,Livré,fourgonnette,14.35,b1a521ada32f8bf9,22a53cd4c1da29c5,44.81561,-0.51945,1.0,0.0746,AUCUN
FR-383460,2025-07-28,2025-08-04,DHL,Lyon Distribution Center,Marseille,41.6,1172.4,Livré,fourgonnette,17.65,867749e4b7692143,467164e03acb0a32,43.2684,5.42053,7.0,3.9017,FAIBLE
FR-597488,2025-07-02,2025-07-10,GLS,Paris-CDG Hub,Bordeaux,1462.4,698.4,Retourné,train,267.94,5544f6afe2c2fa55,55c6786c7118cca1,44.87178,-0.52436,8.0,28.5975,AUCUN
FR-773243,2025-07-20,,XPO Logistics,Paris-CDG Hub,Toulouse,2999.0,345.9,En transit,gros_camion,351.61,dc995e4ea96bebf0,02814f6702b380d4,43.66372,1.55812,,217.8444,MOYEN
FR-438585,2025-07-10,,DHL,Paris-CDG Hub,Tours,2808.3,740.2,En attente,train,336.99,7762a147989c85a8,e92092cefcf19291,47.36814,0.793,,58.2037,AUCUN
FR-435513,2025-07-06,2025-07-09,Kuehne+Nagel,Lyon Distribution Center,Paris,781.4,1001.5,Livré,petit_camion,166.81,2bfcfe607c0a5f31,c15b73237ff708e1,48.74379,2.29328,3.0,93.9087,AUCUN
FR-729974,2025-07-13,2025-07-24,GLS,Bordeaux Logistics Park,Bordeaux,,612.1,Livré,avion,229.33,6ab1a44406435c4c,0b5568e6ebe9e9d5,44.8532,-0.58072,11.0,0.0,FAIBLE
FR-195790,2025-07-21,2025-07-31,FedEx,Marseille Port Depot,Nantes,765.9,190.2,Livré,petit_camion,128.95,ba4df4a50d5ef322,c7878e3e02d3beeb,47.20828,-1.54975,10.0,17.4809,FAIBLE
FR-960661,2025-07-26,,DB Schenker,Bordeaux Logistics Park,Lyon,64.3,361.6,En transit,avion,257.5,144818883fd1fd2e,efd0404fafeafeaa,45.74779,4.8824,,22.0883,MOYEN
FR-595919,2025-07-14,2025-07-23,DHL,Marseille Port Depot,Strasbourg,7368.4,438.2,Livré,train,338.99,98c6fa9a1549ec58,2235fa3db99d5b3f,48.63685,7.77383,9.0,90.4073,FAIBLE
FR-308785,2025-07-30,2025-08-09,DHL,Lyon Distribution Center,Saint-Étienne,17.4,1049.9,Livré,fourgonnette,9.15,89b72f42de629ac1,8d4978062ad1934a,45.44628,4.35772,10.0,1.4615,FAIBLE
FR-781707,2025-07-06,,Chronopost,Lyon Distribution Center,Toulouse,3148.3,961.7,En attente,train,323.47,867749e4b7692143,8ca362814166d0bf,43.63282,1.42481,,84.7762,AUCUN
FR-468863,2025-07-28,,UPS,Marseille Port Depot,Paris,191.2,632.8,En transit,avion,327.44,6b16b395ec3a9551,41984254099dab99,48.83074,2.32479,,114.9418,MOYEN
FR-636069,2025-07-12,2025-07-25,Kuehne+Nagel,Paris-CDG Hub,Bordeaux,1410.4,611.8,Retourné,gros_camion,277.66,4d783fa3092cb304,f77d2ca9ea25e872,44.86515,-0.57576,13.0,181.2054,AUCUN
FR-560814,2025-07-07,2025-07-13,Unknown,Paris-CDG Hub,Rennes,297.8,711.2,Retardé,petit_camion,107.45,420ccf90b5c7ed29,31a7499268273e50,48.14956,-1.64055,6.0,25.4154,ÉLEVÉ
FR-354371,2025-07-25,,GLS,Lyon Distribution Center,Dunkerque,4697.8,118.5,En attente,gros_camion,388.22,6e21cb30cd3271a9,35660890f8b1b630,51.01623,2.37359,,116.9048,AUCUN
FR-444877,2025-07-25,2025-08-04,UPS,Marseille Port Depot,Angers,60.0,125.4,Livré,avion,173.07,abbd60b0df7fec89,852f3b0dc5f44a50,47.46223,-0.49085,10.0,7.1478,FAIBLE
FR-955754,2025-07-19,2025-07-29,GLS,Marseille Port Depot,Angers,523.0,890.2,Livré,petit_camion,150.86,cca89aaad52adbdd,5e934577cf2c9da2,47.52532,-0.60926,10.0,55.869,FAIBLE
FR-769211,2025-07-27,2025-07-28,FedEx,Paris-CDG Hub,Marseille,23.3,814.2,Retourné,fourgonnette,17.38,d0443b3d89fde63f,f50757ea752657ac,43.32193,5.45133,1.0,1.5177,AUCUN
FR-653044,2025-07-25,2025-08-01,Kuehne+Nagel,Marseille Port Depot,Strasbourg,148.9,695.0,Livré,avion,287.77,184fcccb030ef7f7,a23d906f9b805086,48.56423,7.66861,7.0,98.3112,FAIBLE
FR-187980,2025-07-11,2025-07-14,XPO Logistics,Lyon Distribution Center,Strasbourg,31.5,665.1,Livré,fourgonnette,14.19,577bd3cc79f49864,77bf910e087f415f,48.62438,7.67825,3.0,1.6761,AUCUN
FR-418488,2025-07-16,,DHL,Paris-CDG Hub,Marseille,6430.2,467.8,En attente,train,335.87,93141cbfc2990e76,6561baaba039ec0f,43.30006,5.30512,,84.2253,AUCUN
FR-449115,2025-07-24,2025-07-28,UPS,Bordeaux Logistics Park,Lille,,34.0,Livré,gros_camion,360.1,a9bc7e3c6079a06c,901e8db5b78b8f8e,50.63226,3.06104,4.0,0.0,AUCUN
